Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2022 Q3,,,Number,Suppr.
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2022 Q4,,,Number,Suppr.
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2023 Q1,,,Number,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2023 Q2,,,Number,0
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2023 Q3,,,Number,n/a
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2023 Q4,,,Number,n/a
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2024 Q1,,,Number,n/a
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Nunavut,62,By quarter,2024 Q2,,,Number,n/a
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2016,,,Crude rate,6.8
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2017,,,Crude rate,9.7
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,,,Crude rate,10.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,,,Crude rate,9.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,,,Crude rate,16
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021,,,Crude rate,19.8
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2022,,,Crude rate,19.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2023,,,Crude rate,20.5
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2024 (Jan to Jun),,,Crude rate,17.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2016,,,Number,2471
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2017,,,Number,3558
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,,,Number,3935
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,,,Number,3448
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,,,Number,6083
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021,,,Number,7567
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2022,,,Number,7491
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2023,,,Number,8232
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By year,2024 (Jan to Jun),,,Number,3571
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2016 Q1,,,Number,576
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2016 Q2,,,Number,552
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2016 Q3,,,Number,565
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2016 Q4,,,Number,760
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2017 Q1,,,Number,819
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2017 Q2,,,Number,915
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2017 Q3,,,Number,973
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2017 Q4,,,Number,837
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2018 Q1,,,Number,922
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2018 Q2,,,Number,916
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2018 Q3,,,Number,1024
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2018 Q4,,,Number,1055
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2019 Q1,,,Number,969
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2019 Q2,,,Number,996
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2019 Q3,,,Number,675
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2019 Q4,,,Number,795
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2020 Q1,,,Number,968
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2020 Q2,,,Number,1606
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2020 Q3,,,Number,1704
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2020 Q4,,,Number,1786
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2021 Q1,,,Number,1811
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2021 Q2,,,Number,1795
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2021 Q3,,,Number,1874
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2021 Q4,,,Number,2081
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2022 Q1,,,Number,1966
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2022 Q2,,,Number,1767
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2022 Q3,,,Number,1776
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2022 Q4,,,Number,1968
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2023 Q1,,,Number,1996
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2023 Q2,,,Number,2107
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2023 Q3,,,Number,2004
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2023 Q4,,,Number,2105
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2024 Q1,,,Number,1889
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Canada,1,By quarter,2024 Q2,,,Number,1677
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2016,,,Crude rate,16.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2017,,,Crude rate,25.9
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,,,Crude rate,27.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,,,Crude rate,19.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,,,Crude rate,34.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021,,,Crude rate,43.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,,,Crude rate,44.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,,,Crude rate,46.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),,,Crude rate,41.5
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2016,,,Number,791
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2017,,,Number,1277
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,,,Number,1365
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,,,Number,980
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,,,Number,1768
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021,,,Number,2281
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,,,Number,2368
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,,,Number,2558
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),,,Number,1181
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2016 Q1,,,Number,170
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2016 Q2,,,Number,157
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2016 Q3,,,Number,147
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2016 Q4,,,Number,317
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2017 Q1,,,Number,349
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2017 Q2,,,Number,360
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2017 Q3,,,Number,309
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2017 Q4,,,Number,259
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2018 Q1,,,Number,358
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2018 Q2,,,Number,314
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2018 Q3,,,Number,358
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2018 Q4,,,Number,335
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2019 Q1,,,Number,296
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2019 Q2,,,Number,248
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2019 Q3,,,Number,216
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2019 Q4,,,Number,220
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2020 Q1,,,Number,277
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2020 Q2,,,Number,493
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2020 Q3,,,Number,491
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2020 Q4,,,Number,507
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2021 Q1,,,Number,532
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2021 Q2,,,Number,536
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2021 Q3,,,Number,559
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2021 Q4,,,Number,654
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2022 Q1,,,Number,599
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2022 Q2,,,Number,542
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2022 Q3,,,Number,585
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2022 Q4,,,Number,642
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2023 Q1,,,Number,636
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2023 Q2,,,Number,638
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2023 Q3,,,Number,610
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2023 Q4,,,Number,674
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2024 Q1,,,Number,623
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,British Columbia,59,By quarter,2024 Q2,,,Number,558
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2016,,,Crude rate,13
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2017,,,Crude rate,16.1
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2018,,,Crude rate,18.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,,,Crude rate,14.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,,,Crude rate,26.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021,,,Crude rate,36.7
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2022,,,Crude rate,33.5
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2023,,,Crude rate,39.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2024 (Jan to Jun),,,Crude rate,25.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2016,,,Number,547
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2017,,,Number,683
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2018,,,Number,799
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,,,Number,619
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,,,Number,1172
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021,,,Number,1628
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2022,,,Number,1511
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2023,,,Number,1854
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2024 (Jan to Jun),,,Number,618
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2016 Q1,,,Number,118
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2016 Q2,,,Number,130
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2016 Q3,,,Number,144
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2016 Q4,,,Number,155
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2017 Q1,,,Number,152
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2017 Q2,,,Number,161
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2017 Q3,,,Number,171
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2017 Q4,,,Number,199
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2018 Q1,,,Number,193
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2018 Q2,,,Number,206
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2018 Q3,,,Number,207
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2018 Q4,,,Number,193
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2019 Q1,,,Number,161
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2019 Q2,,,Number,183
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2019 Q3,,,Number,151
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2019 Q4,,,Number,124
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2020 Q1,,,Number,153
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2020 Q2,,,Number,314
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2020 Q3,,,Number,362
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2020 Q4,,,Number,343
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2021 Q1,,,Number,358
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2021 Q2,,,Number,361
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2021 Q3,,,Number,402
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2021 Q4,,,Number,507
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2022 Q1,,,Number,457
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2022 Q2,,,Number,353
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2022 Q3,,,Number,317
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2022 Q4,,,Number,384
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2023 Q1,,,Number,436
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2023 Q2,,,Number,505
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2023 Q3,,,Number,473
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2023 Q4,,,Number,440
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2024 Q1,,,Number,368
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Alberta,48,By quarter,2024 Q2,,,Number,250
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2016,,,Crude rate,6.7
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2017,,,Crude rate,6.4
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2018,,,Crude rate,9.1
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2019,,,Crude rate,9.2
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2020,,,Crude rate,20.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2021,,,Crude rate,27.1
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2022,,,Crude rate,23.8
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2023,,,Crude rate,25.7
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),,,Crude rate,15.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2016,,,Number,76
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2017,,,Number,74
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2018,,,Number,105
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2019,,,Number,107
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2020,,,Number,237
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2021,,,Number,316
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2022,,,Number,281
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2023,,,Number,311
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,97
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2016 Q1,,,Number,25
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2016 Q2,,,Number,14
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2016 Q3,,,Number,22
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2016 Q4,,,Number,15
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2017 Q1,,,Number,22
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2017 Q2,,,Number,17
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2017 Q3,,,Number,19
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2017 Q4,,,Number,16
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2018 Q1,,,Number,30
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2018 Q2,,,Number,23
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2018 Q3,,,Number,27
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2018 Q4,,,Number,25
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2019 Q1,,,Number,22
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2019 Q2,,,Number,33
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2019 Q3,,,Number,21
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2019 Q4,,,Number,31
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2020 Q1,,,Number,22
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2020 Q2,,,Number,65
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2020 Q3,,,Number,78
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2020 Q4,,,Number,72
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2021 Q1,,,Number,61
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2021 Q2,,,Number,52
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2021 Q3,,,Number,92
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2021 Q4,,,Number,111
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2022 Q1,,,Number,70
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2022 Q2,,,Number,78
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2022 Q3,,,Number,61
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2022 Q4,,,Number,72
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2023 Q1,,,Number,94
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2023 Q2,,,Number,78
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2023 Q3,,,Number,73
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2023 Q4,,,Number,66
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2024 Q1,,,Number,63
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By quarter,2024 Q2,,,Number,34
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2016,,,Crude rate,4.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2017,,,Crude rate,6.5
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2018,,,Crude rate,5.8
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2019,,,Crude rate,3.9
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2020,,,Crude rate,16.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2021,,,Crude rate,19.3
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2022,,,Crude rate,17.6
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2023,,,Crude rate,15.7
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),,,Crude rate,9.1
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2016,,,Number,61
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2017,,,Number,87
Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2018,,,Number,78
