,Unnamed: 0,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
14261,23365,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2024 (Jan to Jun),,,Number,141,Canada
14262,23409,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2016,,,Number,120,Canada
14263,23410,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2017,,,Number,108,Canada
14264,23411,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2018,,,Number,126,Canada
14265,23412,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2019,,,Number,159,Canada
14266,23413,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2020,,,Number,143,Canada
14267,23414,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2021,,,Number,162,Canada
14268,23415,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2022,,,Number,116,Canada
14269,23416,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2023,,,Number,149,Canada
14270,23417,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,63,Canada
14271,23461,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2016,,,Number,66,Canada
14272,23462,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2017,,,Number,82,Canada
14273,23463,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2018,,,Number,64,Canada
14274,23464,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2019,,,Number,58,Canada
14275,23465,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2020,,,Number,56,Canada
14276,23466,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2021,,,Number,54,Canada
14277,23467,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2022,,,Number,54,Canada
14278,23468,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2023,,,Number,58,Canada
14279,23469,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Manitoba,46,By year,2024 (Jan to Jun),,,Number,21,Canada
14280,23513,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2016,,,Number,722,Canada
14281,23514,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2017,,,Number,916,Canada
14282,23515,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2018,,,Number,1107,Canada
14283,23516,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2019,,,Number,975,Canada
14284,23517,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2020,,,Number,1111,Canada
14285,23518,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2021,,,Number,1002,Canada
14286,23519,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2022,,,Number,844,Canada
14287,23520,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2023,,,Number,1003,Canada
14288,23521,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Ontario,35,By year,2024 (Jan to Jun),,,Number,484,Canada
14289,23565,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2016,,,Number,,Canada
14290,23566,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2017,,,Number,,Canada
14291,23567,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2018,,,Number,,Canada
14292,23568,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2019,,,Number,,Canada
14293,23569,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2020,,,Number,,Canada
14294,23570,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2021,,,Number,,Canada
14295,23571,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2022,,,Number,,Canada
14296,23572,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2023,,,Number,,Canada
14297,23573,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Quebec,24,By year,2024 (Jan to Jun),,,Number,,Canada
14298,23617,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2016,,,Number,51,Canada
14299,23618,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2017,,,Number,54,Canada
14300,23619,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2018,,,Number,53,Canada
14301,23620,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2019,,,Number,56,Canada
14302,23621,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2020,,,Number,59,Canada
14303,23622,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2021,,,Number,60,Canada
14304,23623,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2022,,,Number,61,Canada
14305,23624,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2023,,,Number,70,Canada
14306,23625,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,33,Canada
14307,23669,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2016,,,Number,32,Canada
14308,23670,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2017,,,Number,37,Canada
14309,23671,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2018,,,Number,27,Canada
14310,23672,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2019,,,Number,32,Canada
14311,23673,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2020,,,Number,46,Canada
14312,23674,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2021,,,Number,34,Canada
14313,23675,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2022,,,Number,36,Canada
14314,23676,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2023,,,Number,42,Canada
14315,23677,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,23,Canada
14316,23721,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2016,,,Number,5,Canada
14317,23722,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2017,,,Number,9,Canada
14318,23723,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2018,,,Number,6,Canada
14319,23724,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2019,,,Number,6,Canada
14320,23725,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2020,,,Number,7,Canada
14321,23726,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2021,,,Number,Suppr.,Canada
14322,23727,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2022,,,Number,Suppr.,Canada
14323,23728,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2023,,,Number,8,Canada
14324,23729,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2024 (Jan to Jun),,,Number,Suppr.,Canada
14325,23773,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2016,,,Number,28,Canada
14326,23774,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2017,,,Number,33,Canada
14327,23775,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2018,,,Number,31,Canada
14328,23776,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2019,,,Number,36,Canada
14329,23777,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2020,,,Number,43,Canada
14330,23778,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2021,,,Number,32,Canada
14331,23779,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2022,,,Number,37,Canada
14332,23780,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2023,,,Number,37,Canada
14333,23781,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2024 (Jan to Jun),,,Number,28,Canada
14334,23825,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2016,,,Number,11,Canada
14335,23826,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2017,,,Number,12,Canada
14336,23827,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2018,,,Number,12,Canada
14337,23828,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2019,,,Number,12,Canada
14338,23829,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2020,,,Number,20,Canada
14339,23830,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2021,,,Number,13,Canada
14340,23831,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2022,,,Number,19,Canada
14341,23832,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2023,,,Number,24,Canada
14342,23833,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Territories,63,By year,2024 (Jan to Jun),,,Number,6,Canada
14343,23929,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2016,,,Number,295,Canada
14344,23930,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2017,,,Number,342,Canada
14345,23931,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2018,,,Number,378,Canada
14346,23932,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2019,,,Number,288,Canada
14347,23933,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2020,,,Number,375,Canada
14348,23934,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2021,,,Number,425,Canada
14349,23935,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2022,,,Number,440,Canada
14350,23936,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2023,,,Number,491,Canada
14351,23937,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,British Columbia,59,By year,2024 (Jan to Jun),,,Number,193,Canada
14352,23981,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2016,,,Number,191,Canada
14353,23982,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2017,,,Number,228,Canada
14354,23983,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2018,,,Number,223,Canada
14355,23984,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2019,,,Number,188,Canada
14356,23985,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2020,,,Number,261,Canada
14357,23986,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2021,,,Number,246,Canada
14358,23987,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2022,,,Number,169,Canada
14359,23988,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2023,,,Number,201,Canada
14360,23989,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Alberta,48,By year,2024 (Jan to Jun),,,Number,74,Canada
14361,24033,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2016,,,Number,60,Canada
14362,24034,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2017,,,Number,58,Canada
14363,24035,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2018,,,Number,69,Canada
14364,24036,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2019,,,Number,63,Canada
14365,24037,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2020,,,Number,72,Canada
14366,24038,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2021,,,Number,78,Canada
14367,24039,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2022,,,Number,56,Canada
14368,24040,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2023,,,Number,81,Canada
14369,24041,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,38,Canada
14370,24085,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2016,,,Number,33,Canada
14371,24086,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2017,,,Number,46,Canada
14372,24087,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2018,,,Number,27,Canada
14373,24088,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2019,,,Number,28,Canada
14374,24089,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2020,,,Number,25,Canada
14375,24090,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2021,,,Number,32,Canada
14376,24091,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2022,,,Number,24,Canada
14377,24092,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2023,,,Number,34,Canada
14378,24093,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Manitoba,46,By year,2024 (Jan to Jun),,,Number,13,Canada
14379,24137,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2016,,,Number,333,Canada
14380,24138,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2017,,,Number,457,Canada
14381,24139,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2018,,,Number,583,Canada
14382,24140,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2019,,,Number,550,Canada
14383,24141,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2020,,,Number,670,Canada
14384,24142,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2021,,,Number,576,Canada
14385,24143,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2022,,,Number,486,Canada
14386,24144,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2023,,,Number,620,Canada
14387,24145,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Ontario,35,By year,2024 (Jan to Jun),,,Number,287,Canada
14388,24189,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2016,,,Number,,Canada
14389,24190,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2017,,,Number,,Canada
14390,24191,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2018,,,Number,,Canada
14391,24192,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2019,,,Number,,Canada
14392,24193,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2020,,,Number,,Canada
14393,24194,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2021,,,Number,,Canada
14394,24195,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2022,,,Number,,Canada
14395,24196,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2023,,,Number,,Canada
14396,24197,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Quebec,24,By year,2024 (Jan to Jun),,,Number,,Canada
14397,24241,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2016,,,Number,11,Canada
14398,24242,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2017,,,Number,5,Canada
14399,24243,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2018,,,Number,5,Canada
14400,24244,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2019,,,Number,14,Canada
14401,24245,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2020,,,Number,27,Canada
14402,24246,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2021,,,Number,20,Canada
14403,24247,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2022,,,Number,21,Canada
14404,24248,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2023,,,Number,26,Canada
14405,24249,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,7,Canada
14406,24293,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2016,,,Number,9,Canada
14407,24294,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2017,,,Number,9,Canada
14408,24295,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2018,,,Number,7,Canada
14409,24296,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2019,,,Number,10,Canada
14410,24297,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2020,,,Number,14,Canada
14411,24298,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2021,,,Number,14,Canada
14412,24299,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2022,,,Number,10,Canada
14413,24300,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2023,,,Number,11,Canada
14414,24301,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,6,Canada
14415,24345,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2016,,,Number,Suppr.,Canada
14416,24346,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2017,,,Number,Suppr.,Canada
14417,24347,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2018,,,Number,Suppr.,Canada
14418,24348,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2019,,,Number,Suppr.,Canada
14419,24349,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2020,,,Number,Suppr.,Canada
14420,24350,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2021,,,Number,Suppr.,Canada
14421,24351,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2022,,,Number,Suppr.,Canada
14422,24352,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2023,,,Number,Suppr.,Canada
14423,24353,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Prince Edward Island,11,By year,2024 (Jan to Jun),,,Number,Suppr.,Canada
14424,24397,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2016,,,Number,Suppr.,Canada
14425,24398,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2017,,,Number,Suppr.,Canada
14426,24399,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2018,,,Number,6,Canada
14427,24400,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2019,,,Number,6,Canada
14428,24401,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2020,,,Number,5,Canada
14429,24402,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2021,,,Number,5,Canada
14430,24403,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2022,,,Number,Suppr.,Canada
14431,24404,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2023,,,Number,7,Canada
14432,24405,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2024 (Jan to Jun),,,Number,Suppr.,Canada
14433,24449,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2016,,,Number,Suppr.,Canada
14434,24450,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2017,,,Number,Suppr.,Canada
14435,24451,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2018,,,Number,Suppr.,Canada
14436,24452,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2019,,,Number,Suppr.,Canada
14437,24453,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2020,,,Number,Suppr.,Canada
14438,24454,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2021,,,Number,6,Canada
14439,24455,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2022,,,Number,10,Canada
14440,24456,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2023,,,Number,10,Canada
14441,24457,Stimulants,Hospitalizations,Overall numbers,Accidental stimulant-related poisoning hospitalizations,Territories,63,By year,2024 (Jan to Jun),,,Number,Suppr.,Canada
15234,26065,Stimulants,Emergency Department (ED) Visits,Overall numbers,Total stimulant-related poisoning ED visits,British Columbia,59,By year,2016,,,Number,333,Canada
15235,26066,Stimulants,Emergency Department (ED) Visits,Overall numbers,Total stimulant-related poisoning ED visits,British Columbia,59,By year,2017,,,Number,341,Canada
15236,26067,Stimulants,Emergency Department (ED) Visits,Overall numbers,Total stimulant-related poisoning ED visits,British Columbia,59,By year,2018,,,Number,314,Canada
15237,26068,Stimulants,Emergency Department (ED) Visits,Overall numbers,Total stimulant-related poisoning ED visits,British Columbia,59,By year,2019,,,Number,296,Canada
15238,26069,Stimulants,Emergency Department (ED) Visits,Overall numbers,Total stimulant-related poisoning ED visits,British Columbia,59,By year,2020,,,Number,273,Canada
