,Unnamed: 0,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
211,1313,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,,,Number,10,Canada
212,1314,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021,,,Number,23,Canada
213,1315,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2022,,,Number,19,Canada
214,1316,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2023,,,Number,17,Canada
215,1317,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2024 (Jan to Jun),,,Number,5,Canada
216,1361,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2016,,,Number,4,Canada
217,1362,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2017,,,Number,1,Canada
218,1363,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2018,,,Number,2,Canada
219,1364,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2019,,,Number,0,Canada
220,1365,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,,,Number,3,Canada
221,1366,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021,,,Number,4,Canada
222,1367,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2022,,,Number,7,Canada
223,1368,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2023,,,Number,2,Canada
224,1369,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2024 (Jan to Jun),,,Number,2,Canada
225,1413,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2016,,,Number,0,Canada
226,1414,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2017,,,Number,0,Canada
227,1415,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,,,Number,0,Canada
228,1416,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,,,Number,0,Canada
229,1417,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,,,Number,0,Canada
230,1418,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,,,Number,0,Canada
231,1419,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,,,Number,Suppr.,Canada
232,1420,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2023,,,Number,0,Canada
233,1421,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2024 (Jan to Jun),,,Number,,Canada
6643,9383,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2016,,,Number,1156,Canada
6644,9384,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2017,,,Number,1407,Canada
6645,9385,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2018,,,Number,1418,Canada
6646,9386,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2019,,,Number,1196,Canada
6647,9387,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2020,,,Number,1586,Canada
6648,9388,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2021,,,Number,1954,Canada
6649,9389,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2022,,,Number,1868,Canada
6650,9390,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2023,,,Number,2280,Canada
6651,9391,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,British Columbia,59,By year,2024 (Jan to Jun),,,Number,973,Canada
6652,9435,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2016,,,Number,930,Canada
6653,9436,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2017,,,Number,947,Canada
6654,9437,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2018,,,Number,922,Canada
6655,9438,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2019,,,Number,709,Canada
6656,9439,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2020,,,Number,890,Canada
6657,9440,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2021,,,Number,1144,Canada
6658,9441,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2022,,,Number,893,Canada
6659,9442,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2023,,,Number,1227,Canada
6660,9443,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Alberta,48,By year,2024 (Jan to Jun),,,Number,439,Canada
6661,9487,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2016,,,Number,264,Canada
6662,9488,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2017,,,Number,244,Canada
6663,9489,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2018,,,Number,229,Canada
6664,9490,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2019,,,Number,264,Canada
6665,9491,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2020,,,Number,315,Canada
6666,9492,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2021,,,Number,321,Canada
6667,9493,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2022,,,Number,239,Canada
6668,9494,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2023,,,Number,277,Canada
6669,9495,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,128,Canada
6670,9539,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2016,,,Number,123,Canada
6671,9540,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2017,,,Number,161,Canada
6672,9541,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2018,,,Number,108,Canada
6673,9542,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2019,,,Number,84,Canada
6674,9543,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2020,,,Number,126,Canada
6675,9544,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2021,,,Number,122,Canada
6676,9545,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2022,,,Number,118,Canada
6677,9546,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2023,,,Number,154,Canada
6678,9547,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Manitoba,46,By year,2024 (Jan to Jun),,,Number,59,Canada
6679,9591,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2016,,,Number,1875,Canada
6680,9592,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2017,,,Number,2124,Canada
6681,9593,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2018,,,Number,2095,Canada
6682,9594,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2019,,,Number,1981,Canada
6683,9595,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2020,,,Number,2044,Canada
6684,9596,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2021,,,Number,2446,Canada
6685,9597,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2022,,,Number,2023,Canada
6686,9598,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2023,,,Number,2212,Canada
6687,9599,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Ontario,35,By year,2024 (Jan to Jun),,,Number,1107,Canada
6688,9643,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2016,,,Number,,Canada
6689,9644,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2017,,,Number,,Canada
6690,9645,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2018,,,Number,,Canada
6691,9646,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2019,,,Number,,Canada
6692,9647,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2020,,,Number,,Canada
6693,9648,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2021,,,Number,,Canada
6694,9649,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2022,,,Number,,Canada
6695,9650,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2023,,,Number,,Canada
6696,9651,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Quebec,24,By year,2024 (Jan to Jun),,,Number,,Canada
6697,9695,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2016,,,Number,129,Canada
6698,9696,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2017,,,Number,101,Canada
6699,9697,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2018,,,Number,87,Canada
6700,9698,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2019,,,Number,104,Canada
6701,9699,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2020,,,Number,105,Canada
6702,9700,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2021,,,Number,98,Canada
6703,9701,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2022,,,Number,119,Canada
6704,9702,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2023,,,Number,103,Canada
6705,9703,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,49,Canada
6706,9747,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2016,,,Number,101,Canada
6707,9748,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2017,,,Number,83,Canada
6708,9749,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2018,,,Number,80,Canada
6709,9750,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2019,,,Number,79,Canada
6710,9751,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2020,,,Number,72,Canada
6711,9752,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2021,,,Number,71,Canada
6712,9753,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2022,,,Number,75,Canada
6713,9754,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2023,,,Number,90,Canada
6714,9755,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,39,Canada
6715,9799,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2016,,,Number,22,Canada
6716,9800,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2017,,,Number,16,Canada
6717,9801,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2018,,,Number,20,Canada
6718,9802,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2019,,,Number,24,Canada
6719,9803,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2020,,,Number,17,Canada
6720,9804,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2021,,,Number,17,Canada
6721,9805,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2022,,,Number,15,Canada
6722,9806,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2023,,,Number,23,Canada
6723,9807,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2024 (Jan to Jun),,,Number,8,Canada
6724,9851,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2016,,,Number,56,Canada
6725,9852,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2017,,,Number,90,Canada
6726,9853,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2018,,,Number,67,Canada
6727,9854,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2019,,,Number,52,Canada
6728,9855,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2020,,,Number,64,Canada
6729,9856,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2021,,,Number,68,Canada
6730,9857,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2022,,,Number,57,Canada
6731,9858,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2023,,,Number,64,Canada
6732,9859,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Newfoundland and Labrador,10,By year,2024 (Jan to Jun),,,Number,31,Canada
6733,9903,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2016,,,Number,31,Canada
6734,9904,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2017,,,Number,30,Canada
6735,9905,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2018,,,Number,26,Canada
6736,9906,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2019,,,Number,21,Canada
6737,9907,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2020,,,Number,21,Canada
6738,9908,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2021,,,Number,31,Canada
6739,9909,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2022,,,Number,24,Canada
6740,9910,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2023,,,Number,32,Canada
6741,9911,Opioids,Hospitalizations,Overall numbers,Total opioid-related poisoning hospitalizations,Territories,63,By year,2024 (Jan to Jun),,,Number,13,Canada
6742,10007,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2016,,,Number,663,Canada
6743,10008,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2017,,,Number,886,Canada
6744,10009,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2018,,,Number,988,Canada
6745,10010,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2019,,,Number,768,Canada
6746,10011,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2020,,,Number,1121,Canada
6747,10012,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2021,,,Number,1427,Canada
6748,10013,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2022,,,Number,1401,Canada
6749,10014,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2023,,,Number,1746,Canada
6750,10015,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,British Columbia,59,By year,2024 (Jan to Jun),,,Number,746,Canada
6751,10059,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2016,,,Number,558,Canada
6752,10060,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2017,,,Number,624,Canada
6753,10061,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2018,,,Number,636,Canada
6754,10062,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2019,,,Number,490,Canada
6755,10063,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2020,,,Number,650,Canada
6756,10064,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2021,,,Number,923,Canada
6757,10065,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2022,,,Number,679,Canada
6758,10066,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2023,,,Number,1008,Canada
6759,10067,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Alberta,48,By year,2024 (Jan to Jun),,,Number,331,Canada
6760,10111,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2016,,,Number,163,Canada
6761,10112,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2017,,,Number,146,Canada
6762,10113,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2018,,,Number,139,Canada
6763,10114,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2019,,,Number,145,Canada
6764,10115,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2020,,,Number,216,Canada
6765,10116,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2021,,,Number,227,Canada
6766,10117,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2022,,,Number,179,Canada
6767,10118,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2023,,,Number,207,Canada
6768,10119,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,99,Canada
6769,10163,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2016,,,Number,67,Canada
6770,10164,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2017,,,Number,81,Canada
6771,10165,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2018,,,Number,61,Canada
6772,10166,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2019,,,Number,46,Canada
6773,10167,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2020,,,Number,66,Canada
6774,10168,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2021,,,Number,81,Canada
6775,10169,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2022,,,Number,77,Canada
6776,10170,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2023,,,Number,99,Canada
6777,10171,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Manitoba,46,By year,2024 (Jan to Jun),,,Number,46,Canada
6778,10215,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2016,,,Number,1014,Canada
6779,10216,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2017,,,Number,1203,Canada
6780,10217,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2018,,,Number,1277,Canada
6781,10218,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2019,,,Number,1247,Canada
6782,10219,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2020,,,Number,1388,Canada
6783,10220,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2021,,,Number,1640,Canada
6784,10221,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2022,,,Number,1335,Canada
6785,10222,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2023,,,Number,1495,Canada
6786,10223,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Ontario,35,By year,2024 (Jan to Jun),,,Number,759,Canada
6787,10267,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2016,,,Number,,Canada
6788,10268,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2017,,,Number,,Canada
6789,10269,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2018,,,Number,,Canada
6790,10270,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2019,,,Number,,Canada
6791,10271,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2020,,,Number,,Canada
6792,10272,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2021,,,Number,,Canada
6793,10273,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2022,,,Number,,Canada
6794,10274,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2023,,,Number,,Canada
6795,10275,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Quebec,24,By year,2024 (Jan to Jun),,,Number,,Canada
6796,10319,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2016,,,Number,45,Canada
6797,10320,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2017,,,Number,21,Canada
6798,10321,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2018,,,Number,31,Canada
6799,10322,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2019,,,Number,38,Canada
6800,10323,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2020,,,Number,49,Canada
6801,10324,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2021,,,Number,51,Canada
6802,10325,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2022,,,Number,60,Canada
6803,10326,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2023,,,Number,54,Canada
6804,10327,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,22,Canada
6805,10371,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2016,,,Number,53,Canada
6806,10372,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2017,,,Number,31,Canada
6807,10373,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2018,,,Number,39,Canada
6808,10374,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2019,,,Number,34,Canada
6809,10375,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2020,,,Number,39,Canada
6810,10376,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2021,,,Number,36,Canada
6811,10377,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2022,,,Number,30,Canada
6812,10378,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2023,,,Number,44,Canada
6813,10379,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,20,Canada
6814,10423,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2016,,,Number,11,Canada
6815,10424,Opioids,Hospitalizations,Overall numbers,Accidental opioid-related poisoning hospitalizations,Prince Edward Island,11,By year,2017,,,Number,7,Canada
